s1724,TV Show,Bakugan: Armored Alliance,,,,"November 6, 2020",2020,TV-Y7,1 Season,"Anime Series, Kids' TV","DAN KOUZO AND HIS CREW OF HEROIC BRAWLERS BATTLE BOTH CHALLENGERS AND POWERFUL, EVIL FORCES AS THEY WORK TO PROTECT HUMANS AND THE BAKUGAN."
s1725,TV Show,Bakugan: Battle Planet,,"Jonah Wineberg, Deven Christian Mack, Margarita Valderrama, Ticoon Kim, Jason Deline, Will Bowes","Japan, Canada, United States","November 6, 2020",2018,TV-PG,1 Season,"Anime Series, Kids' TV",DAN KOUZO AND HIS PALS BOND WITH MYSTERIOUS CREATURES KNOWN AS BAKUGAN WHILE FIGHTING SINISTER FORCES OUT TO CONTROL THE WORLD.
s1726,Movie,Citation,Kunle Afolayan,"Temi Otedola, Jimmy Jean-Louis, Joke Silva, Gabriel Afolayan, Adjetey Anang, Ini Edo, Sadiq Daba, Wole Olowomojuore, Yomi Fash-Lanso, Bukunmi Oluwashina, Bienvenu Neba, Ray Reboul, Ibukun Awosika, Seun Kuti",Nigeria,"November 6, 2020",2020,TV-MA,151 min,"Dramas, International Movies",A BRIGHT STUDENT IN NIGERIA TAKES ON THE ACADEMIC ESTABLISHMENT WHEN SHE REPORTS A POPULAR PROFESSOR WHO TRIED TO RAPE HER. BASED ON REAL EVENTS.
s1727,TV Show,Country Ever After,,,United States,"November 6, 2020",2020,TV-PG,1 Season,Reality TV,"COUNTRY ARTIST COFFEY ANDERSON AND HIS WIFE, HIP-HOP DANCER CRISCILLA, JUGGLE FAMILY LIFE, CAREER GOALS AND TESTS OF FAITH IN THIS REALITY SERIES."
s1728,Movie,Girl's Revenge,Weica Wang,"Wang Yu-ping, Yuri Chen, Shiny Yao, Pii Liu, Mike Lin, Edison Song, Xia Teng-hong, Moon Lee",Taiwan,"November 6, 2020",2020,TV-MA,82 min,"Dramas, International Movies","AFTER A SEX VIDEO SUBJECTS HER FRIEND TO MOCKERY AND BULLYING, A TRANSFER STUDENT SETS OUT TO REVEAL THE TRUTH AS CAMPUS SECRETS COME TO LIGHT."
s1729,Movie,The Endless Trench,"Aitor Arregi, Jon Garaño, Jose Mari Goenaga","Antonio de la Torre, Belén Cuesta, Vicente Vergara, José Manuel Poga, Emilio Palacios","Spain, France, Canada","November 6, 2020",2019,TV-MA,148 min,"Dramas, Independent Movies, International Movies","FEARING RETRIBUTION, A REPUBLICAN FROM THE SPANISH CIVIL WAR HIDES IN HIS HOME FOR MORE THAN 30 YEARS WITH THE HELP OF HIS WIFE. BASED ON TRUE EVENTS."
s1730,Movie,The Late Bloomer,Kevin Pollak,"Johnny Simmons, Maria Bello, Brittany Snow, Kumail Nanjiani, Beck Bennett, Paul Wesley, Jane Lynch, J.K. Simmons, Lenora Crichlow",United States,"November 6, 2020",2016,R,95 min,Comedies,"A SEX THERAPIST WITH PITUITARY ISSUES FINALLY GETS TO EXPERIENCE PUBERTY IN ALL ITS GLORY AT AGE 30, WHEN AN OPERATION UNLEASHES HIS RAGING HORMONES."
s1731,TV Show,Wrong Kind of Black,,"Clarence Ryan, Aaron L. McGrath, Lisa Flanagan, Tommy Lewis, Nilbi Yasserie, Christopher Ketchup, Boori Monty Pryor, Jacek Koman, Colin Lane, Arthur Angel, Toby Truslove",Australia,"November 6, 2020",2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","IN 1970S MELBOURNE, A DJ NAMED BOORI MONTY PRYOR AND HIS BROTHER PAUL NAVIGATE RACIAL TENSIONS AND POLICE ENCOUNTERS AMID DISCO AND DISCRIMINATION."
s1732,Movie,A New York Christmas Wedding,Otoja Abit,"Nia Fairweather, Chris Noth, Cooper Koch, Tyra Ferrell, Denny Dillon, Adriana DeMeo, Otoja Abit, David Anzuelo, Camilla Harden, Natasha Goodman, Avery Whitted, Tony D. Head, Joe Perrino",United States,"November 5, 2020",2020,TV-MA,90 min,"Dramas, LGBTQ Movies, Romantic Movies","AS HER WEDDING NEARS, A BRIDE-TO-BE IS VISITED BY AN ANGEL WHO REVEALS WHAT COULD HAVE BEEN IF SHE'D FOLLOWED FEELINGS FOR HER CHILDHOOD BEST FRIEND."
s1733,Movie,Alone/Together,Antoinette Jadaone,"Liza Soberano, Enrique Gil, Adrian Alandy, Jasmine Curtis-Smith, Sylvia Sanchez, Nonie Buencamino, Xia Vigor, Richard Manabat",Philippines,"November 5, 2020",2019,TV-14,103 min,"Dramas, International Movies, Romantic Movies","EIGHT YEARS AFTER THEIR BREAKUP, COLLEGE SWEETHEARTS CHRISTINE AND RAF RECONNECT AT DIFFERENT POINTS IN THEIR LIVES AS FEELINGS FROM THE PAST RESURFACE."
s1734,TV Show,Carmel: Who Killed Maria Marta?,Alejandro Hartmann,,Argentina,"November 5, 2020",2020,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows","A WOMAN IS FOUND DEAD IN HER BATHTUB, WITH A PUDDLE OF BLOOD NEARBY. HER HUSBAND THEORIZES SHE HAD AN ACCIDENT. BUT AN AUTOPSY TELLS A DIFFERENT STORY."
s1735,Movie,Midnight at the Magnolia,Maxwell McGuire,"Natalie Hall, Evan Williams, Michael Gordon Shore, Steve Cumyn, Albert Brooks",Canada,"November 5, 2020",2020,TV-G,87 min,"Comedies, Romantic Movies",LONGTIME FRIENDS AND LOCAL RADIO HOSTS MAGGIE AND JACK FAKE IT AS A COUPLE FOR THEIR FAMILIES AND LISTENERS IN HOPES OF GETTING THEIR SHOW SYNDICATED.
s1736,Movie,One More Try,Ruel S. Bayani,"Angel Locsin, Angelica Panganiban, Dingdong Dantes, Zanjoe Marudo, Miguel Vergara, Gina Pareño, Carmina Villarroel, Agot Isidro",Philippines,"November 5, 2020",2012,TV-14,102 min,"Dramas, International Movies, Romantic Movies","WHEN HER SON'S CONDITION BECOMES SEVERE, A WOMAN RECONNECTS WITH THE BIOLOGICAL FATHER. BUT THE REUNION PUTS A STRAIN ON THEIR RESPECTIVE RELATIONSHIPS."
s1737,Movie,Operation Christmas Drop,Martin Wood,"Kat Graham, Alexander Ludwig, Virginia Madsen, Janet Kidder, Jeff Joseph, Bethany Brown, Trezzo Mahoro, Rohan Campbell, Aliza Vellani, Aaron Douglas, Xavier de Guzman, Bruce Best",United States,"November 5, 2020",2020,TV-G,96 min,"Children & Family Movies, Comedies, Romantic Movies",A BY-THE-BOOK POLITICAL AIDE FALLS FOR A BIG-HEARTED AIR FORCE PILOT WHILE LOOKING TO SHUT DOWN HIS TROPICAL BASE AND ITS AIRBORNE CHRISTMAS TRADITION.
s1738,TV Show,Paranormal,,"Ahmed Amin, Razane Jammal, Ayah Samaha, Samaa Ibrahem, Roshdy El Shamy, Reem Abd El Kader",Egypt,"November 5, 2020",2020,TV-14,1 Season,"International TV Shows, TV Dramas, TV Horror","AFTER A SKEPTICAL HEMATOLOGIST IS PLUNGED INTO A SERIES OF INEXPLICABLE EVENTS, HE UNWILLINGLY BECOMES THE GO-TO-GUY FOR PARANORMAL INVESTIGATIONS."
s1739,Movie,A Christmas Catch,,"Emily Alatalo, Lauren Holly, Yanic Truesdale, Franco Lo Presti, Andrew Bushell, Genelle Williams, Kyana Teresa, Eric Hicks",Canada,"November 4, 2020",2018,TV-G,87 min,"Dramas, Romantic Movies",A COP WORKING UNDERCOVER TO TRAIL A POSSIBLE DIAMOND THIEF GETS CAUGHT IN A TRICKY SPOT WHEN SHE FINDS NEW CLUES — AND NEW FEELINGS — FOR THE SUSPECT.
s1740,Movie,Christmas with a Prince,Justin G. Dyck,"Kaitlyn Leeb, Nick Hounslow, Josh Dean, Melinda Shankar, Liam MacDonald, Ilamaria Ebrahim, Charles Shaughnessy, Julia Baldwin",Canada,"November 4, 2020",2018,TV-PG,86 min,"Comedies, Dramas, Romantic Movies",A DEDICATED PEDIATRICIAN RECONSIDERS HER FEELINGS FOR A CAREFREE PRINCE AS HE SECRETLY RECOVERS FROM A SKI ACCIDENT ALONGSIDE HER YOUNG PATIENTS.
s1741,TV Show,Love & Anarchy,,"Ida Engvoll, Björn Mosten, Carla Sehn, Reine Brynolfsson, Gizem Erdogan, Björn Kjellman, Ruben Lopez, Johannes Kuhnke, Elsa Agemalm Reiland, Benjamin Shaps, Disa Östrand, Ejke Blomberg, Lars Väringer",Sweden,"November 4, 2020",2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",A MARRIED CONSULTANT AND A YOUNG IT TECH KICK OFF A FLIRTY GAME THAT CHALLENGES SOCIETAL NORMS — AND LEADS THEM TO RE-EVALUATE THEIR ENTIRE LIVES.
s1742,Movie,Miss India,Narendra Nath,"Keerthy Suresh, Dr. Rajendra Prasad, Jagapathi Babu, V. K. Naresh, Nadhiya, Naveen Chandra, Sumanth Shailendra, Kamal Kamaraju, Praveen, Pujitha Ponnada, Divya Sripada",India,"November 4, 2020",2020,TV-PG,136 min,"Dramas, International Movies","UPROOTED TO AMERICA, AN ASPIRING INDIAN ENTREPRENEUR CONFRONTS DISAPPROVAL, SEXISM AND RIVALRY AS SHE DRAWS FROM HER CULTURE TO START A TEA BUSINESS."
s1743,Movie,Felix Lobrecht: Hype,Jan-Peter Horns,Felix Lobrecht,Germany,"November 3, 2020",2020,TV-MA,60 min,Stand-Up Comedy,"FELIX LOBRECHT AIMS HIS DARK HUMOR AT OVERLY POLITE CULTURE, WEIRD LAUGHTER, THE SHEER AWKWARDNESS OF A WALKING BABY AND MORE IN THIS STAND-UP SPECIAL."
s1744,Movie,MOTHER,Tatsushi Omori,"Masami Nagasawa, Sadao Abe, Daiken Okudaira",Japan,"November 3, 2020",2020,TV-14,127 min,"Dramas, International Movies","SHUHEI’S ERRATIC MOTHER FEELS THREATENED WHEN HE STARTS TO AWAKEN TO A WORLD BEYOND HER DISTORTED CONTROL, SENDING THE FAMILY HURTLING TOWARDS TRAGEDY."
s1745,Movie,The Beginning of Life,Estela Renner,,,"November 3, 2020",2016,TV-PG,96 min,"Documentaries, International Movies","SCIENTISTS, ADVOCATES AND PARENTS AROUND THE WORLD EXPLORE HOW CAREFULLY TENDING TO KIDS' EARLIEST NEEDS CAN SHAPE THE COURSE OF HUMAN SOCIETY."
s1746,Movie,Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,,"Guillermo del Toro, Alfonso Cuarón",,"November 3, 2020",2020,TV-PG,15 min,Documentaries,"\"GUILLERMO DEL TORO AND ALFONSO CUARÓN DISCUSS FELLOW MEXICAN DIRECTOR FERNANDO FRÍAS DE LA PARRA'S AWARD-WINNING FILM \"\"I'M NO LONGER HERE.\"\"\""
s1747,TV Show,Can You Hear Me?,,"Mélissa Bédard, Ève Landry, Florence Longpré",Canada,"November 2, 2020",2020,TV-MA,2 Seasons,"International TV Shows, TV Comedies, TV Dramas",THREE FRIENDS IN A LOW-INCOME NEIGHBORHOOD FIND HUMOR AND HOPE IN THEIR LIVES AS THEY GRAPPLE WITH BAD BOYFRIENDS AND THEIR DYSFUNCTIONAL FAMILIES.
s1748,Movie,Prospect,"Zeek Earl, Christopher Caldwell","Sophie Thatcher, Pedro Pascal, Jay Duplass, Andre Royo, Sheila Vand, Anwan Glover","Canada, United States","November 2, 2020",2018,R,100 min,"Sci-Fi & Fantasy, Thrillers",A FATHER AND DAUGHTER TRAVEL TO AN ALIEN MOON IN SEARCH OF A VALUABLE GEM BUT ARE FORCED TO ALTER THEIR PLANS WHEN A NEFARIOUS OUTLAW GETS INVOLVED.
s1749,TV Show,60 Days In,,,United States,"November 1, 2020",2019,TV-MA,1 Season,Reality TV,"RECRUITED BY A SHERIFF, VOLUNTEERS INFILTRATE COUNTY PRISONS TO EXPOSE CORRUPTION AND CRIME FROM WITHIN THE SYSTEM IN THIS DOCUSERIES."
s1750,Movie,Christmas Break-In,Michael Kampa,"Danny Glover, Denise Richards, Cameron Seely, Sean O'Bryan, Katrina Begin, Jake Van Wagoner, Douglas Spain, Dawson Ehlke",United States,"November 1, 2020",2019,TV-PG,87 min,"Children & Family Movies, Comedies","STRANDED AT SCHOOL BEFORE HOLIDAY BREAK, A PRECOCIOUS GIRL GETS INTO THE SPIRIT OF SAVING WHEN A TRIO OF ROBBERS TRESPASS AND HOLD THE JANITOR HOSTAGE."
s1751,TV Show,Dawson's Creek,,"James Van Der Beek, Katie Holmes, Michelle Williams, Joshua Jackson, Kerr Smith, Meredith Monroe, Busy Philipps, Mary Beth Peil",United States,"November 1, 2020",2002,TV-14,6 Seasons,"Romantic TV Shows, TV Dramas, Teen TV Shows","THIS NIGHTTIME SOAP ABOUT A GROUP OF CLOSE-KNIT TEENS FRANKLY DEPICTS THE ISSUES OF ADOLESCENCE THAT OBSESS YOUNG ADULTS, INCLUDING SEX, SEX AND SEX."
s1752,Movie,Elf Pets: A Fox Cub’s Christmas Tale,Chanda Bell,"Leslie Bellair, Brad Hyland, Brody Rose, Carol Aebersold",United States,"November 1, 2020",2020,TV-Y,28 min,Children & Family Movies,AN ELITE TEAM OF ELVES – AND THEIR FURRY FOX CUB FRIENDS – HELP BRING THE CHRISTMAS SPIRIT TO A BOY WHOSE MOM MAY NOT MAKE IT HOME FOR THE HOLIDAYS.
s1753,Movie,Elf Pets: Santa’s Reindeer Rescue,Chanda Bell,"Brad Hyland, Drew Barber, Ashley Roberts, Lowrey Brown, Kristyl Tift, Manny Mahen, Olivia Berkeley, Eleanor Rocha",United States,"November 1, 2020",2020,TV-Y,27 min,Children & Family Movies,"DETERMINED TO HELP SANTA GET READY FOR HIS MERRY ROUNDS OF GIFT-GIVING, A TEAM OF SPECIAL ELVES WRANGLES IN MORE REINDEER AND MUCH-NEEDED HOLIDAY MAGIC."
s1754,Movie,Elliot the Littlest Reindeer,Jennifer Westcott,"Josh Hutcherson, Samantha Bee, Martin Short, Morena Baccarin, Jeff Dunham, John Cleese",Canada,"November 1, 2020",2018,PG,90 min,Children & Family Movies,"WHEN BLITZEN SUDDENLY RETIRES, A MINIATURE HORSE DETERMINED TO JOIN SANTA'S REINDEER TEAM FACES FIERCE COMPETITION IN THE NORTH POLE TRYOUTS."
s1755,TV Show,Forged in Fire,,Wil Willis,United States,"November 1, 2020",2019,TV-14,1 Season,Reality TV,BLADESMITHS VIE FOR A CASH PRIZE BY FORGING THE BEST METAL WEAPONS FROM THE PAGES OF HISTORY IN THIS COMPETITION SERIES FEATURING EXPERT JUDGES.
s1756,TV Show,Leah Remini: Scientology and the Aftermath,,"Leah Remini, Mike Rinder",United States,"November 1, 2020",2018,TV-14,3 Seasons,Docuseries,FORMER SCIENTOLOGY MEMBERS SHARE DETAILED ACCOUNTS OF ALLEGED ABUSE AND HARASSMENT BY THE CHURCH IN THIS DOCUSERIES FROM ACTRESS LEAH REMINI.
s1757,TV Show,LEGO Jurassic World: Legend of Isla Nublar,,,United States,"November 1, 2020",2019,TV-Y,1 Season,Kids' TV,"AT JURASSIC PARK, A VELOCIRAPTOR HANDLER AND AN OPERATIONS MANAGER TACKLE CRISES OF EPIC PROPORTIONS AS THEY TRY TO PREVENT DINOSAUR-SIZED DISASTERS."
s1758,TV Show,LEGO Jurassic World: Secret Exhibit,,"Britt McKillip, Ian Hanlin, Dhirendra, Alex Zahara, Vincent Tong, Bethany Brown, Adrian Petriw, Sabrina Pitre",United States,"November 1, 2020",2018,TV-Y,1 Season,Kids' TV,A CAN-DO PROBLEM SOLVER TEAMS UP WITH A RUGGED ANIMAL BEHAVIORIST TO TRANSPORT A TRIO OF DINOSAURS ACROSS THE PARK TO A SUPER-SECRET EXHIBIT.
s1759,TV Show,LEGO Ninjago,,"Michael Adamthwaite, Paul Dobson, Kelly Metzger, Brent Miller, Kirby Morrow, Pauline Newstone, Vincent Tong, Sam Vincent",Canada,"November 1, 2020",2020,TV-Y7,2 Seasons,Kids' TV,"WHILE FIGHTING FOES ACROSS NINJAGO CITY AND BEYOND, THE NINJAS EMBARK ON NEW QUESTS AND GAIN NEWFOUND ALLIES AS THE POWER OF THEIR FRIENDSHIP IS TESTED."
s1760,TV Show,LEGO Ninjago: Masters of Spinjitzu,,"Vincent Tong, Jillian Michaels, Ian James Corlett, John Novak, Paul Dobson, Michael Adamthwaite, Kelly Metzger, Brent Miller, Kirby Morrow, Brian Drummond, Mark Oliver, Michael Kopsa","Denmark, Singapore, Canada, United States","November 1, 2020",2019,TV-Y7,10 Seasons,Kids' TV,"KAI, JAY, COLE AND ZANE MUST MASTER THEIR ELEMENTAL POWERS AND SPINJITZU WEAPONS TO PROTECT THE LAND OF NINJAGO, WHICH ALSO HAS AN UNDERWORLD."
s1761,TV Show,LEGO: CITY Adventures,,"Joe Zieja, Misty Lee, Alex Cazares, Daniel MK Cohen, James Arnold Taylor, Roger Craig Smith, Mick Lauer","United States, France, Denmark","November 1, 2020",2019,TV-Y,1 Season,"Kids' TV, TV Comedies","IN A BOOMTOWN BUILT ON FUN, FRIENDSHIP AND WACKY MISCHIEF, A QUIRKY CREW OF COPS AND FIREFIGHTERS WORK HARD TO PRESERVE THE PEACE AND AWESOMENESS."
s1762,Movie,Little Monsters,Richard Greenberg,"Fred Savage, Howie Mandel, Daniel Stern, Margaret Whitton, Rick Ducommun, Frank Whaley, Ben Savage, William Murray Weiss, Devin Ratray, Amber Barretto",United States,"November 1, 2020",1989,PG,102 min,"Children & Family Movies, Comedies","BRIAN KNOWS THERE ARE CREATURES UNDER HIS BED. WHEN HE FACES HIS FEARS AND CONFRONTS THEM, HOWEVER, HE MAKES SOME HILARIOUSLY WEIRD NEW FRIENDS."
s1763,Movie,Mile 22,Peter Berg,"Mark Wahlberg, Lauren Cohan, Iko Uwais, John Malkovich, Ronda Rousey, Carlo Alban, Sam Medina, Terry Kinney, Nikolai Nikolaeff, Natasha Goubskaya","United States, China, Colombia","November 1, 2020",2018,R,94 min,Action & Adventure,"AN OFFICER IN A TOP-SECRET CIA UNIT LEADS HIS TEAM IN ESCORTING A PRIZED INTELLIGENCE ASSET TO SAFETY, WITH ENEMY FORCES HOT ON THEIR TRAIL."
s1764,Movie,Piercing,Nicolas Pesce,"Christopher Abbott, Mia Wasikowska, Laia Costa, Marin Ireland, Maria Dizzia, Wendell Pierce, Olivia Bond, Dakota Lustick",United States,"November 1, 2020",2018,R,81 min,"Dramas, Independent Movies, Thrillers",A FAMILY MAN PLOTS TO KILL A SPELLBINDING SEX WORKER BUT ENDS UP IN A PSYCHOSEXUAL EXERCISE TO OUTWIT HIS TWISTED TARGET.
s1765,Movie,Snowden,Oliver Stone,"Joseph Gordon-Levitt, Shailene Woodley, Zachary Quinto, Melissa Leo, Tom Wilkinson, Timothy Olyphant, Nicolas Cage, Rhys Ifans, Joely Richardson, Scott Eastwood, Ben Schnetzer, Logan Marshall-Green","United Kingdom, France, Germany, United States","November 1, 2020",2016,R,134 min,"Dramas, Thrillers",THIS THRILLER TRACES EDWARD SNOWDEN'S JOURNEY FROM ARMY RECRUIT TO DISILLUSIONED GOVERNMENT ANALYST BENT ON EXPOSING VAST U.S. SURVEILLANCE PROGRAMS.
s1766,TV Show,The Garfield Show,,"Frank Welker, Wally Wingert, Gregg Berger","France, United States","November 1, 2020",2018,TV-Y,4 Seasons,"Kids' TV, TV Comedies","LAZY, LASAGNA-LOVING FAT CAT GARFIELD LIVES LIFE ON HIS OWN TERMS, WHICH INCLUDES TEASING HIS GEEKY OWNER, JON, AND TORMENTING DIMWITTED DOG ODIE."
s1767,TV Show,The Good Detective,,"Son Hyun-joo, Jang Seung-jo, Lee Elijah, Oh Jung-se",South Korea,"November 1, 2020",2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","WHEN DOUBTS RISE ABOUT A FIVE-YEAR-OLD MURDER CONVICTION, A VETERAN DETECTIVE PARTNERS WITH A YOUNG HOTSHOT TO HUNT DOWN THE CASE'S HIDDEN TRUTHS."
s1768,Movie,The Impossible,J.A. Bayona,"Naomi Watts, Ewan McGregor, Tom Holland, Samuel Joslin, Oaklee Pendergast, Marta Etura, Sönke Möhring, Geraldine Chaplin, Ploy Jindachote, Jomjaoi Sae-Limh","Spain, Thailand, United States","November 1, 2020",2012,PG-13,114 min,Dramas,"TRACKING ONE FAMILY'S HARROWING EXPERIENCES, THIS GRIPPING DRAMA DEPICTS THE CHAOS GENERATED BY THE MASSIVE 2004 TSUNAMI IN SOUTHEAST ASIA."
s1769,Movie,The Next Karate Kid,Christopher Cain,"\"Pat Morita, Hilary Swank, Michael Ironside, Constance Towers, Chris Conrad, Arsenio \"\"Sonny\"\" Trinidad",Michael Cavalieri,"Walton Goggins\"",United States,"November 1, 2020",1994,PG,107 MIN
s1770,TV Show,Voice,,"Jang Hyuk, Lee Ha-na, Baek Sung-hyun, Ye-sung, Son Eun-seo, Kwon Jae-hwan, Lee Ju-seung, Kim Jae-wook",South Korea,"November 1, 2020",2018,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, Korean TV Shows","A DEFT DETECTIVE WHOSE WIFE IS KILLED BY A SERIAL MURDERER TEAMS UP WITH A ROOKIE COP, A GIFTED VOICE PROFILER DEALING WITH HER OWN FATHER’S MURDER."
s1771,Movie,Wheels of Fortune,Shaun Paul Piccinino,"Matt Jones, Noureen DeWulf, John Ducey, Matty Cardarople, Jeff Fahey, Christina Moore, Gabriel Tigerman, Ali Afshar, Tyler Jacob Moore, Jessica Serfaty",United States,"November 1, 2020",2020,R,107 min,"Comedies, Sports Movies","TO CLAIM A BIG INHERITANCE, A DOWN-ON-HIS-LUCK MECHANIC MUST WIN A SERIES OF COMPETITIONS AS OUTLINED IN HIS BIRTH FATHER'S WILL."
s1772,TV Show,Afronta! Facing It!,Juliana Vicente,"Loo Nascimento, Ingrid Silva, Rincon Sapiência, Batekoo, Gabriel Martins, Benjamin Abras, Daniele DaMata, Tasha & Tracie Okereke, Mariana de Matos, André Novais, Mahal Pita, Grace Passô, Thamyra Thâmara, Xenia França, Criola, Dani Ornellas, Anelis Assumpção, Magá Moura, Tássia Reis, Liniker, Yasmin Thayná, Raquel Virgínia, Juliana Luna, Erica Malunguinho, Diane Lima, Karol Conká",Brazil,"October 31, 2020",2017,TV-PG,1 Season,"Docuseries, International TV Shows","THIS DOCUSERIES SPOTLIGHTS AFRO-BRAZILIAN THINKERS SHARING THEIR INDIVIDUAL JOURNEYS AND DISCUSSING REPRESENTATION, ENTREPRENEURSHIP AND COMMUNITY."
s1773,Movie,The 12th Man,Harald Zwart,"Thomas Gullestad, Jonathan Rhys Meyers, Marie Blokhus, Mads Sjøgård Pettersen, Vegar Hoel, Håkon T. Nielsen, Eirik Risholm Velle, Daniel Frikstad, Eric Dirnes, Alexander Zwart",Norway,"October 31, 2020",2018,TV-MA,130 min,"Action & Adventure, Dramas, International Movies","BASED ON TRUE EVENTS, THIS STORY FOLLOWS A NORWEGIAN SABOTEUR’S HARROWING STRUGGLE TO REACH SAFETY AFTER ESCAPING A NAZI ATTACK DURING WORLD WAR II."
s1774,TV Show,Zumbo's Just Desserts,,"Adriano Zumbo, Rachel Khoo",Australia,"October 31, 2020",2019,TV-PG,1 Season,"International TV Shows, Reality TV","DESSERT WIZARD ADRIANO ZUMBO LOOKS FOR THE NEXT “WILLY WONKA” IN THIS TENSE COMPETITION THAT FINDS SKILLED AMATEURS COMPETING FOR A $100,000 PRIZE."
s1775,Movie,Hidden in Plain Sight,Stacia Crawford,"Victoria Barabas, Gino Anthony Pesi, Jake Allyn, Deborah Van Valkenburgh, Jessica Meraz, Jack Fisher, Eve Sigall, Jerod Meagher",United States,"October 30, 2020",2019,TV-14,87 min,"Dramas, Independent Movies, Thrillers",A WOMAN STAGES HER OWN SUICIDE BUT STILL LIVES IN FEAR OF HER ABUSIVE EX-BOYFRIEND TRACKING HER DOWN AND STEALING THE SON HE NEVER KNEW HE HAD.
s1776,Movie,His House,Remi Weekes,"Ṣọpẹ́ Dìrísù, Wunmi Mosaku, Matt Smith, Malaika Wakoli-Abigaba",United Kingdom,"October 30, 2020",2020,TV-14,93 min,"Horror Movies, Independent Movies","AS A YOUNG COUPLE FROM WAR-TORN SOUTH SUDAN SEEKS ASYLUM AND A FRESH START IN ENGLAND, THEY’RE TORMENTED BY A SINISTER FORCE LIVING IN THEIR NEW HOME."
s1777,Movie,In Line,Tope Oshin,"Chris Attoh, Adesua Etomi, Uzor Arukwe, Sika Osei, Leonora Okien, Shawn Faqua, Tina Mba",Nigeria,"October 30, 2020",2017,TV-14,114 min,"Dramas, International Movies","A CONVICTED MURDERER GETS OUT OF PRISON AND REUNITES WITH HIS WIFE, WHO IS PLOTTING REVENGE AGAINST HIM AFTER YEARS OF PHYSICAL AND EMOTIONAL ABUSE."
s1778,Movie,Kaali Khuhi,Terrie Samundra,"Shabana Azmi, Leela Samson, Sanjeeda Sheikh, Satyadeep Misra, Riva Arora, Hetvi Bhanushali, Rose Rathod",India,"October 30, 2020",2020,TV-14,91 min,"Horror Movies, International Movies","WHEN A RESTLESS SPIRIT CURSES A VILLAGE THAT HAS A HISTORY OF FEMALE INFANTICIDE, THE TOWN'S FATE LIES IN THE HANDS OF A 10-YEAR-OLD GIRL."
s1779,TV Show,Kongsuni and Friends,,"Hong So-yeong, Choi Bo-bae, Kim Eun-ah, Jeong Hye-won, Bae Jin-hong, Um Sang-hyun, Cha Moo-jin, Jang Min-young, Jang Do-young, Kim Sook-young, Park Ran, Kim Chang-won, Park Yeon-kyung",,"October 30, 2020",2020,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",A BRIGHT-EYED GIRL AND HER MAGICAL OWL SIDEKICK FIND ADVENTURE WHEN ENCHANTING POWERS AND CREATIVE IDEAS LEAD TO IMPORTANT LESSONS.
s1780,TV Show,Marvel's Agents of S.H.I.E.L.D.,,"Clark Gregg, Ming-Na Wen, Brett Dalton, Chloe Bennet, Iain De Caestecker, Elizabeth Henstridge, Adrianne Palicki, Luke Mitchell, Henry Simmons",United States,"October 30, 2020",2020,TV-14,7 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy","AGENT PHIL COULSON, SEEN IN ACTION IN MARVEL'S THE AVENGERS, ASSEMBLES A TEAM OF TOP S.H.I.E.L.D. AGENTS TO INVESTIGATE BIZARRE THREATS."
s1781,Movie,Rogue City,Olivier Marchal,"Lannick Gautry, Stanislas Merhar, Kaaris, David Belle, Jean Reno, Claudia Cardinale, Gérard Lanvin, Patrick Catalifo, Moussa Maaskri, Catherine Marchal",France,"October 30, 2020",2020,TV-MA,116 min,"Dramas, International Movies, Thrillers","CAUGHT IN THE CROSSHAIRS OF POLICE CORRUPTION AND MARSEILLE’S WARRING GANGS, A LOYAL COP MUST PROTECT HIS SQUAD BY TAKING MATTERS INTO HIS OWN HANDS."
s1782,TV Show,Somebody Feed Phil,,Philip Rosenthal,United States,"October 30, 2020",2020,TV-14,4 Seasons,"Docuseries, Reality TV","\"\"\"EVERYBODY LOVES RAYMOND\"\" CREATOR PHIL ROSENTHAL TRAVELS THE GLOBE TO TAKE IN THE LOCAL CUISINE AND CULTURE OF BANGKOK"
s1783,TV Show,Suburra: Blood on Rome,,"Alessandro Borghi, Giacomo Ferrara, Eduardo Valdarnini, Francesco Acquaroli, Filippo Nigro, Claudia Gerini, Adamo Dionisi, Barbara Chichiarelli, Federico Tocci, Gerasimos Skiadaresis, Elisabetta De Palo, Carlotta Antonelli, Renato Marchetti, Paola Sotgiu",Italy,"October 30, 2020",2020,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","IN 2008, A FIGHT OVER LAND IN A SEASIDE TOWN NEAR ROME SPIRALS INTO A DEADLY BATTLE BETWEEN ORGANIZED CRIME, CORRUPT POLITICIANS AND THE VATICAN."
